name,age,movie,popcorn,snack,drinks,times,payment
최지원,40,도그맨,카라멜,핫도그,제로콜라,일반,신용카드
김미영,40,시민덕희,어니언,구매안함,에이드,일반,삼성 페이
김은영,30,도그맨,일반,구매안함,스프라이트,조조,신용카드
성은영,30,웡카,어니언,나초,에이드,일반,카카오페이
이하윤,30,위시,카라멜,구매안함,구매안함,일반,삼성 페이
배윤서,30,시민덕희,구매안함,구매안함,콜라,일반,삼성 페이
최하은,30,웡카,구매안함,맛밤,제로콜라,조조,신용카드
박진우,20,외계인,구매안함,구매안함,물,일반,체크카드
박건우,50,시민덕희,구매안함,핫도그,콜라,일반,삼성 페이
이예은,20,웡카,치즈,구매안함,아메리카노,일반,신용카드
류영환,40,너의 이름은,구매안함,핫도그,제로콜라,일반,체크카드
이지현,20,웡카,구매안함,구매안함,에이드,일반,삼성 페이
이정희,30,위시,카라멜,핫도그,구매안함,일반,신용카드
강경수,30,웡카,구매안함,나초,콜라,조조,삼성 페이
남성진,40,시민덕희,일반,맛밤,콜라,일반,삼성 페이
심영환,20,시민덕희,카라멜,구매안함,스프라이트,일반,삼성 페이
황경숙,20,웡카,카라멜,구매안함,제로콜라,일반,삼성 페이
곽정수,30,시민덕희,카라멜,구매안함,구매안함,조조,삼성 페이
박지영,50,시민덕희,일반,구매안함,제로콜라,일반,현금
이미정,30,위시,어니언,구매안함,에이드,일반,신용카드
한영희,50,웡카,일반,구매안함,콜라,일반,삼성 페이
홍예진,50,외계인,구매안함,구매안함,환타,일반,체크카드
최민서,30,웡카,일반,구매안함,물,조조,현금
최정순,30,웡카,일반,구매안함,환타,일반,신용카드
한옥자,30,외계인,일반,오징어,스프라이트,일반,신용카드
이지훈,30,웡카,구매안함,구매안함,구매안함,일반,신용카드
이시우,60,시민덕희,구매안함,구매안함,물,조조,삼성 페이
최윤서,30,위시,일반,구매안함,아메리카노,조조,카카오페이
김정남,20,도그맨,치즈,구매안함,스프라이트,일반,삼성 페이
김예은,40,시민덕희,어니언,구매안함,환타,일반,삼성 페이
고경수,20,너의 이름은,구매안함,맛밤,구매안함,심야,삼성 페이
이종수,30,웡카,구매안함,구매안함,물,일반,삼성 페이
김현정,30,너의 이름은,일반,나초,환타,일반,신용카드
이예진,30,시민덕희,구매안함,구매안함,물,일반,삼성 페이
김수진,30,시민덕희,구매안함,오징어,물,조조,삼성 페이
이서연,20,너의 이름은,구매안함,구매안함,스프라이트,일반,삼성 페이
박영길,40,외계인,일반,나초,제로콜라,심야,삼성 페이
양지우,30,시민덕희,구매안함,나초,콜라,조조,삼성 페이
이춘자,30,시민덕희,카라멜,구매안함,콜라,일반,신용카드
박민수,20,웡카,구매안함,구매안함,환타,일반,체크카드
박명자,50,웡카,구매안함,나초,에이드,일반,신용카드
안은영,20,시민덕희,일반,나초,제로콜라,일반,삼성 페이
이영자,20,너의 이름은,일반,나초,구매안함,일반,신용카드
배지아,30,웡카,치즈,구매안함,스프라이트,일반,삼성 페이
이정순,20,웡카,구매안함,구매안함,구매안함,일반,신용카드
허아름,30,도그맨,구매안함,나초,스프라이트,일반,신용카드
강예원,20,웡카,치즈,구매안함,에이드,일반,삼성 페이
박성현,20,시민덕희,구매안함,구매안함,스프라이트,심야,신용카드
문영순,40,위시,치즈,구매안함,구매안함,조조,삼성 페이
서경희,30,외계인,카라멜,구매안함,물,일반,신용카드
엄성민,30,도그맨,구매안함,나초,제로콜라,일반,신용카드
허지영,20,외계인,치즈,구매안함,콜라,일반,삼성 페이
김준서,20,웡카,일반,구매안함,스프라이트,일반,신용카드
서도윤,40,시민덕희,치즈,구매안함,콜라,일반,신용카드
박영식,30,도그맨,구매안함,핫도그,에이드,조조,삼성 페이
구은서,20,시민덕희,카라멜,구매안함,아메리카노,일반,신용카드
송성수,60,시민덕희,일반,구매안함,물,조조,삼성 페이
오성현,40,웡카,구매안함,나초,에이드,일반,체크카드
박정훈,20,웡카,구매안함,핫도그,스프라이트,심야,삼성 페이
김진호,40,너의 이름은,구매안함,구매안함,스프라이트,일반,신용카드
우채원,20,시민덕희,구매안함,구매안함,물,일반,신용카드
황정순,20,도그맨,치즈,핫도그,물,일반,신용카드
황서윤,40,위시,일반,핫도그,에이드,일반,삼성 페이
조미영,50,시민덕희,구매안함,핫도그,스프라이트,일반,삼성 페이
최민재,20,외계인,어니언,구매안함,구매안함,일반,삼성 페이
고정수,30,시민덕희,카라멜,핫도그,에이드,조조,카카오페이
윤서연,20,너의 이름은,일반,구매안함,스프라이트,일반,삼성 페이
이지혜,40,위시,구매안함,구매안함,콜라,일반,신용카드
전경숙,30,웡카,구매안함,오징어,제로콜라,일반,삼성 페이
김지혜,30,웡카,구매안함,구매안함,환타,일반,삼성 페이
문옥순,30,시민덕희,구매안함,핫도그,물,일반,삼성 페이
김예원,20,외계인,카라멜,구매안함,제로콜라,일반,현금
황영식,20,위시,구매안함,나초,에이드,일반,삼성 페이
이도윤,20,시민덕희,구매안함,구매안함,물,심야,카카오페이
이현우,20,시민덕희,구매안함,구매안함,물,일반,삼성 페이
박민석,30,시민덕희,구매안함,핫도그,제로콜라,일반,카카오페이
이준호,30,도그맨,일반,구매안함,물,일반,신용카드
최우진,50,웡카,치즈,오징어,물,일반,신용카드
김미숙,20,너의 이름은,어니언,구매안함,제로콜라,일반,삼성 페이
장민준,20,시민덕희,구매안함,구매안함,에이드,일반,신용카드
윤영수,20,시민덕희,치즈,나초,물,일반,삼성 페이
성정호,20,웡카,치즈,구매안함,환타,조조,삼성 페이
김순자,50,위시,일반,핫도그,물,조조,신용카드
박지우,60,외계인,구매안함,구매안함,콜라,일반,신용카드
이영숙,50,도그맨,일반,구매안함,환타,일반,신용카드
김예은,20,위시,구매안함,구매안함,에이드,일반,신용카드
김아름,20,시민덕희,구매안함,나초,콜라,조조,삼성 페이
우은서,40,시민덕희,일반,구매안함,아메리카노,일반,삼성 페이
이영수,20,웡카,일반,나초,스프라이트,조조,삼성 페이
최영숙,20,시민덕희,구매안함,맛밤,제로콜라,일반,현금
김예준,60,시민덕희,카라멜,구매안함,물,조조,삼성 페이
이미정,50,시민덕희,구매안함,구매안함,환타,조조,삼성 페이
김미경,30,시민덕희,일반,구매안함,콜라,일반,신용카드
박현준,30,웡카,구매안함,맛밤,아메리카노,일반,현금
이은서,20,시민덕희,구매안함,구매안함,물,일반,삼성 페이
이종수,40,웡카,치즈,구매안함,콜라,일반,삼성 페이
김현우,20,위시,구매안함,오징어,콜라,일반,삼성 페이
김현정,30,위시,카라멜,구매안함,물,일반,신용카드
김진우,20,외계인,구매안함,구매안함,아메리카노,조조,신용카드
이동현,30,위시,구매안함,핫도그,제로콜라,조조,체크카드
서윤서,20,웡카,치즈,구매안함,제로콜라,일반,삼성 페이
이현지,30,시민덕희,구매안함,구매안함,스프라이트,일반,삼성 페이
김준호,50,위시,치즈,나초,물,심야,신용카드
박현준,30,시민덕희,구매안함,구매안함,구매안함,일반,삼성 페이
안준호,30,너의 이름은,구매안함,나초,제로콜라,조조,삼성 페이
이도현,20,위시,구매안함,맛밤,스프라이트,일반,신용카드
양영호,60,시민덕희,어니언,구매안함,콜라,심야,삼성 페이
김혜진,40,웡카,구매안함,구매안함,콜라,조조,삼성 페이
박지현,20,웡카,구매안함,구매안함,구매안함,조조,삼성 페이
백성호,40,시민덕희,구매안함,구매안함,콜라,일반,삼성 페이
성경숙,20,외계인,구매안함,구매안함,물,일반,삼성 페이
김순자,20,시민덕희,구매안함,구매안함,물,일반,체크카드
김병철,50,웡카,카라멜,구매안함,스프라이트,조조,신용카드
김승현,40,웡카,구매안함,나초,아메리카노,조조,신용카드
김재현,30,도그맨,치즈,구매안함,물,심야,체크카드
노영철,20,너의 이름은,구매안함,핫도그,구매안함,심야,카카오페이
서아름,30,웡카,일반,핫도그,물,조조,현금
백현주,20,시민덕희,치즈,나초,콜라,일반,신용카드
손경수,30,도그맨,치즈,구매안함,환타,심야,삼성 페이
김상철,60,웡카,일반,구매안함,스프라이트,일반,카카오페이
엄명자,30,외계인,구매안함,구매안함,제로콜라,조조,체크카드
이민수,20,웡카,일반,구매안함,물,조조,삼성 페이
김준호,30,웡카,카라멜,구매안함,스프라이트,일반,삼성 페이
이종수,50,웡카,어니언,구매안함,콜라,심야,체크카드
노은정,60,시민덕희,구매안함,나초,물,일반,현금
김민서,20,시민덕희,카라멜,구매안함,콜라,일반,체크카드
송서연,30,도그맨,구매안함,맛밤,구매안함,일반,삼성 페이
이재호,40,도그맨,구매안함,구매안함,에이드,일반,체크카드
이예진,50,시민덕희,구매안함,구매안함,물,일반,신용카드
안정훈,50,웡카,어니언,구매안함,에이드,일반,삼성 페이
김경희,20,웡카,구매안함,나초,아메리카노,일반,삼성 페이
김민준,20,웡카,구매안함,나초,물,일반,신용카드
문유진,50,웡카,어니언,구매안함,환타,조조,삼성 페이
박정남,60,웡카,구매안함,구매안함,아메리카노,일반,현금
윤명숙,20,시민덕희,구매안함,맛밤,환타,조조,삼성 페이
김진우,40,웡카,일반,구매안함,스프라이트,일반,삼성 페이
곽지혜,40,시민덕희,일반,구매안함,아메리카노,일반,삼성 페이
박수민,30,웡카,구매안함,나초,제로콜라,일반,삼성 페이
이미정,40,웡카,치즈,나초,에이드,일반,체크카드
남지훈,20,시민덕희,구매안함,구매안함,구매안함,일반,신용카드
황서연,20,도그맨,어니언,구매안함,제로콜라,일반,신용카드
김상훈,50,위시,구매안함,구매안함,콜라,일반,신용카드
서성호,20,위시,구매안함,나초,에이드,심야,신용카드
이재현,30,웡카,일반,구매안함,아메리카노,일반,현금
노지영,30,너의 이름은,구매안함,구매안함,제로콜라,조조,현금
박영수,40,웡카,구매안함,나초,물,일반,카카오페이
고명자,20,도그맨,카라멜,나초,물,일반,신용카드
신민석,20,도그맨,어니언,나초,물,조조,삼성 페이
류유진,20,너의 이름은,구매안함,구매안함,스프라이트,일반,삼성 페이
김중수,50,웡카,구매안함,맛밤,제로콜라,일반,신용카드
양재호,20,외계인,치즈,구매안함,콜라,일반,체크카드
송수빈,20,웡카,일반,구매안함,물,일반,카카오페이
임서영,30,외계인,일반,맛밤,환타,조조,삼성 페이
백미정,20,외계인,구매안함,구매안함,콜라,일반,체크카드
박영길,20,웡카,일반,구매안함,환타,일반,삼성 페이
김정희,30,웡카,구매안함,구매안함,아메리카노,일반,삼성 페이
이시우,40,웡카,구매안함,구매안함,환타,일반,신용카드
정동현,50,외계인,구매안함,구매안함,구매안함,일반,삼성 페이
이건우,20,웡카,구매안함,구매안함,환타,일반,삼성 페이
김도윤,30,웡카,구매안함,핫도그,환타,일반,삼성 페이
조민지,20,시민덕희,어니언,구매안함,아메리카노,일반,체크카드
황예준,20,웡카,일반,구매안함,콜라,일반,삼성 페이
김성현,40,너의 이름은,구매안함,나초,환타,조조,삼성 페이
김서현,30,웡카,구매안함,핫도그,에이드,일반,카카오페이
황옥순,30,외계인,구매안함,구매안함,환타,조조,체크카드
이성진,20,외계인,구매안함,구매안함,물,일반,신용카드
이서현,30,외계인,카라멜,구매안함,물,심야,신용카드
장정웅,50,웡카,일반,구매안함,물,일반,신용카드
안정훈,30,시민덕희,일반,맛밤,제로콜라,일반,삼성 페이
김은영,20,너의 이름은,구매안함,핫도그,제로콜라,조조,삼성 페이
한진호,20,시민덕희,카라멜,나초,에이드,조조,체크카드
지정식,30,도그맨,구매안함,구매안함,에이드,조조,삼성 페이
이은영,50,시민덕희,어니언,나초,스프라이트,조조,신용카드
심종수,30,웡카,구매안함,구매안함,아메리카노,조조,삼성 페이
윤성호,20,웡카,일반,구매안함,에이드,심야,삼성 페이
서정남,20,외계인,카라멜,오징어,아메리카노,조조,카카오페이
김민석,40,웡카,카라멜,나초,스프라이트,일반,신용카드
박승민,40,외계인,일반,나초,콜라,일반,삼성 페이
김은지,20,웡카,구매안함,맛밤,스프라이트,일반,삼성 페이
김예지,30,시민덕희,일반,오징어,아메리카노,조조,삼성 페이
김현숙,50,웡카,어니언,구매안함,제로콜라,일반,신용카드
오재호,50,시민덕희,일반,구매안함,아메리카노,일반,체크카드
곽하윤,60,외계인,구매안함,구매안함,환타,일반,삼성 페이
김진우,20,시민덕희,어니언,나초,물,일반,신용카드
이순자,30,웡카,구매안함,구매안함,콜라,조조,신용카드
김성민,30,위시,구매안함,구매안함,구매안함,일반,현금
허민준,20,웡카,일반,구매안함,아메리카노,일반,카카오페이
오예진,20,웡카,구매안함,맛밤,제로콜라,일반,신용카드
박진우,60,시민덕희,구매안함,구매안함,아메리카노,심야,신용카드
이상호,50,웡카,구매안함,구매안함,스프라이트,일반,신용카드
박지혜,30,웡카,치즈,맛밤,스프라이트,조조,삼성 페이
김광수,50,웡카,구매안함,구매안함,물,일반,삼성 페이
김영길,20,웡카,일반,오징어,아메리카노,일반,삼성 페이
엄정호,40,외계인,어니언,구매안함,구매안함,일반,체크카드
김옥순,30,외계인,카라멜,구매안함,물,조조,신용카드
김예진,20,시민덕희,구매안함,오징어,제로콜라,일반,삼성 페이
박성현,20,외계인,구매안함,구매안함,환타,일반,신용카드
이영미,50,외계인,일반,구매안함,구매안함,조조,카카오페이
김민재,20,시민덕희,구매안함,나초,아메리카노,일반,체크카드
송영자,30,시민덕희,구매안함,구매안함,환타,일반,삼성 페이
심영철,20,웡카,구매안함,나초,구매안함,일반,삼성 페이
권상호,20,너의 이름은,치즈,구매안함,구매안함,일반,신용카드
이성수,40,너의 이름은,구매안함,나초,물,일반,삼성 페이
김은주,50,시민덕희,구매안함,핫도그,콜라,일반,삼성 페이
황경자,60,외계인,구매안함,구매안함,구매안함,심야,삼성 페이
김서현,30,시민덕희,일반,핫도그,스프라이트,일반,체크카드
김민수,20,시민덕희,치즈,구매안함,제로콜라,조조,삼성 페이
김영일,20,시민덕희,구매안함,구매안함,콜라,일반,삼성 페이
오정남,20,위시,어니언,구매안함,물,일반,삼성 페이
강옥순,30,위시,구매안함,나초,스프라이트,일반,삼성 페이
노영호,50,위시,구매안함,나초,물,일반,삼성 페이
박현주,20,시민덕희,어니언,구매안함,아메리카노,일반,삼성 페이
김현지,20,웡카,일반,구매안함,구매안함,일반,현금
안미숙,20,시민덕희,일반,오징어,환타,심야,삼성 페이
안영식,40,너의 이름은,구매안함,나초,환타,일반,신용카드
양예준,40,시민덕희,구매안함,구매안함,콜라,조조,카카오페이
지건우,20,웡카,구매안함,구매안함,콜라,심야,신용카드
진도현,40,시민덕희,어니언,나초,에이드,조조,신용카드
박상현,20,웡카,구매안함,핫도그,물,일반,삼성 페이
강광수,30,도그맨,치즈,나초,스프라이트,일반,삼성 페이
이순옥,20,시민덕희,일반,구매안함,제로콜라,일반,삼성 페이
이준영,40,시민덕희,구매안함,오징어,구매안함,조조,삼성 페이
이지혜,20,웡카,어니언,구매안함,스프라이트,일반,신용카드
진현숙,30,웡카,치즈,구매안함,아메리카노,조조,신용카드
윤영호,20,시민덕희,일반,오징어,아메리카노,조조,신용카드
김정숙,50,웡카,카라멜,나초,물,일반,삼성 페이
구현숙,40,웡카,구매안함,나초,콜라,일반,신용카드
하예진,60,위시,구매안함,구매안함,물,조조,삼성 페이
오민지,50,웡카,치즈,구매안함,콜라,일반,신용카드
윤도현,30,웡카,어니언,핫도그,물,일반,신용카드
한영진,20,위시,일반,나초,콜라,심야,삼성 페이
오지우,20,외계인,구매안함,구매안함,구매안함,일반,삼성 페이
백명자,30,웡카,치즈,구매안함,아메리카노,일반,현금
서서영,40,웡카,어니언,구매안함,환타,일반,삼성 페이
김건우,30,시민덕희,일반,구매안함,제로콜라,일반,현금
장우진,20,너의 이름은,구매안함,핫도그,아메리카노,일반,삼성 페이
이지민,20,너의 이름은,치즈,핫도그,제로콜라,일반,삼성 페이
안은지,40,시민덕희,카라멜,구매안함,스프라이트,일반,삼성 페이
최준혁,20,도그맨,어니언,구매안함,제로콜라,일반,삼성 페이
김영식,30,도그맨,어니언,구매안함,구매안함,일반,현금
박미경,30,시민덕희,카라멜,구매안함,콜라,일반,신용카드
이유진,30,위시,어니언,맛밤,구매안함,일반,신용카드
서지연,60,시민덕희,일반,구매안함,아메리카노,일반,삼성 페이
신서영,40,웡카,치즈,구매안함,콜라,일반,삼성 페이
이은경,60,시민덕희,구매안함,구매안함,물,일반,삼성 페이
안수빈,20,웡카,카라멜,나초,물,조조,카카오페이
심채원,30,웡카,구매안함,구매안함,에이드,일반,신용카드
황영철,40,웡카,일반,나초,스프라이트,조조,카카오페이
남종수,60,위시,일반,구매안함,콜라,일반,신용카드
김서현,20,웡카,구매안함,구매안함,콜라,심야,신용카드
이준혁,20,외계인,카라멜,구매안함,제로콜라,일반,신용카드
김현숙,30,외계인,구매안함,구매안함,아메리카노,일반,체크카드
성경희,20,웡카,구매안함,구매안함,제로콜라,일반,삼성 페이
김은영,30,웡카,치즈,구매안함,에이드,심야,삼성 페이
김은주,20,시민덕희,구매안함,구매안함,구매안함,일반,삼성 페이
최지후,20,위시,구매안함,구매안함,에이드,일반,삼성 페이
이예지,50,외계인,구매안함,나초,아메리카노,일반,신용카드
고수진,20,위시,일반,나초,콜라,일반,삼성 페이
고정자,30,웡카,카라멜,나초,스프라이트,일반,삼성 페이
김지연,60,시민덕희,구매안함,나초,구매안함,조조,삼성 페이
장숙자,20,위시,치즈,구매안함,아메리카노,일반,체크카드
남미영,30,시민덕희,구매안함,구매안함,구매안함,일반,삼성 페이
엄민석,20,도그맨,구매안함,구매안함,아메리카노,일반,삼성 페이
윤하윤,60,외계인,일반,구매안함,환타,일반,삼성 페이
최종수,20,시민덕희,구매안함,핫도그,콜라,일반,신용카드
손정호,20,도그맨,구매안함,구매안함,스프라이트,조조,신용카드
고영진,20,시민덕희,구매안함,구매안함,콜라,일반,신용카드
송영길,30,위시,치즈,구매안함,스프라이트,일반,체크카드
김정숙,30,웡카,구매안함,나초,스프라이트,일반,현금
심준혁,40,웡카,구매안함,나초,물,조조,카카오페이
박지훈,40,시민덕희,치즈,구매안함,물,심야,삼성 페이
이은영,40,시민덕희,구매안함,구매안함,물,일반,체크카드
김광수,50,위시,치즈,오징어,물,일반,신용카드
윤영호,20,웡카,구매안함,구매안함,구매안함,조조,삼성 페이
김서준,30,웡카,카라멜,구매안함,콜라,일반,신용카드
장병철,30,시민덕희,치즈,나초,구매안함,심야,삼성 페이
민영자,20,웡카,치즈,구매안함,제로콜라,조조,삼성 페이
임성호,20,웡카,일반,구매안함,물,일반,삼성 페이
이지아,30,시민덕희,카라멜,구매안함,구매안함,조조,삼성 페이
김정자,20,시민덕희,구매안함,오징어,콜라,심야,신용카드
김서연,50,외계인,어니언,구매안함,물,일반,카카오페이
오지연,40,웡카,카라멜,나초,제로콜라,일반,삼성 페이
안영자,20,웡카,치즈,구매안함,제로콜라,일반,삼성 페이
서서준,40,도그맨,어니언,구매안함,아메리카노,일반,삼성 페이
김준서,30,외계인,구매안함,나초,제로콜라,심야,삼성 페이
지정순,20,웡카,카라멜,구매안함,아메리카노,심야,삼성 페이
최준호,30,외계인,어니언,구매안함,콜라,일반,삼성 페이
김성민,20,웡카,구매안함,맛밤,에이드,조조,신용카드
김영자,20,웡카,치즈,나초,물,일반,삼성 페이
이영식,20,웡카,구매안함,나초,콜라,일반,신용카드
박정웅,20,웡카,구매안함,구매안함,아메리카노,일반,삼성 페이
최주원,20,시민덕희,구매안함,나초,제로콜라,일반,현금
이유진,30,시민덕희,구매안함,구매안함,에이드,일반,신용카드
서지은,50,도그맨,어니언,핫도그,콜라,일반,카카오페이
김정순,20,너의 이름은,구매안함,오징어,콜라,일반,삼성 페이
이선영,20,너의 이름은,카라멜,나초,에이드,조조,삼성 페이
성옥순,30,위시,구매안함,핫도그,구매안함,일반,카카오페이
강옥자,30,외계인,일반,구매안함,구매안함,조조,삼성 페이
김현주,40,너의 이름은,구매안함,구매안함,콜라,조조,신용카드
박수민,20,시민덕희,구매안함,나초,제로콜라,일반,신용카드
심혜진,30,웡카,구매안함,나초,스프라이트,조조,체크카드
박미경,30,너의 이름은,어니언,구매안함,물,일반,현금
김광수,30,시민덕희,구매안함,구매안함,제로콜라,일반,삼성 페이
민서준,30,웡카,구매안함,핫도그,콜라,일반,신용카드
안도현,20,시민덕희,구매안함,핫도그,제로콜라,일반,신용카드
고동현,20,외계인,구매안함,구매안함,환타,일반,삼성 페이
이민재,30,위시,구매안함,구매안함,물,일반,삼성 페이
김예지,30,시민덕희,구매안함,구매안함,물,조조,삼성 페이
민예진,20,시민덕희,일반,나초,제로콜라,일반,삼성 페이
장민준,20,웡카,카라멜,나초,콜라,일반,신용카드
최성훈,40,웡카,구매안함,구매안함,물,일반,신용카드
최건우,20,도그맨,일반,나초,에이드,조조,신용카드
양정훈,30,도그맨,치즈,구매안함,물,심야,신용카드
김민지,30,웡카,구매안함,나초,스프라이트,일반,삼성 페이
차채원,40,시민덕희,구매안함,구매안함,환타,조조,신용카드
문진호,30,시민덕희,구매안함,구매안함,콜라,일반,카카오페이
최영호,20,웡카,치즈,구매안함,콜라,심야,현금
고하윤,40,너의 이름은,구매안함,구매안함,물,일반,삼성 페이
김현준,20,위시,구매안함,구매안함,구매안함,조조,삼성 페이
김준호,30,웡카,구매안함,핫도그,아메리카노,일반,카카오페이
김지연,20,시민덕희,일반,구매안함,아메리카노,조조,삼성 페이
최정훈,30,외계인,구매안함,맛밤,물,일반,신용카드
김민준,30,위시,카라멜,구매안함,에이드,일반,삼성 페이
문서영,30,시민덕희,치즈,구매안함,구매안함,일반,삼성 페이
이성진,30,너의 이름은,구매안함,구매안함,제로콜라,조조,삼성 페이
김정호,20,시민덕희,카라멜,나초,환타,심야,신용카드
이재호,20,시민덕희,카라멜,구매안함,콜라,일반,삼성 페이
황경숙,50,위시,일반,구매안함,물,일반,체크카드
김영환,20,위시,일반,구매안함,에이드,조조,신용카드
서경희,20,위시,구매안함,구매안함,제로콜라,조조,신용카드
이서윤,20,웡카,구매안함,핫도그,스프라이트,조조,삼성 페이
오병철,40,시민덕희,구매안함,구매안함,제로콜라,일반,삼성 페이
고성민,40,시민덕희,구매안함,오징어,구매안함,일반,현금
박미숙,40,도그맨,구매안함,구매안함,환타,일반,카카오페이
서영진,30,웡카,구매안함,맛밤,콜라,일반,삼성 페이
이상철,40,외계인,치즈,구매안함,에이드,일반,신용카드
강지아,30,도그맨,일반,핫도그,스프라이트,일반,삼성 페이
윤은경,30,웡카,카라멜,구매안함,구매안함,일반,삼성 페이
김지현,30,웡카,카라멜,구매안함,에이드,조조,카카오페이
김영호,40,웡카,카라멜,나초,제로콜라,조조,삼성 페이
양영진,30,위시,구매안함,구매안함,아메리카노,심야,신용카드
김영길,20,웡카,구매안함,나초,환타,일반,삼성 페이
이영환,30,너의 이름은,어니언,구매안함,물,일반,삼성 페이
안준영,20,웡카,구매안함,나초,구매안함,일반,신용카드
박도윤,60,웡카,어니언,구매안함,콜라,조조,삼성 페이
손미숙,30,외계인,구매안함,맛밤,콜라,일반,삼성 페이
이서윤,20,위시,일반,구매안함,아메리카노,일반,현금
이하은,30,시민덕희,구매안함,핫도그,제로콜라,일반,삼성 페이
최서윤,50,시민덕희,구매안함,구매안함,구매안함,심야,신용카드
박지아,20,도그맨,구매안함,구매안함,아메리카노,일반,신용카드
우예지,20,시민덕희,구매안함,나초,환타,조조,신용카드
김미숙,40,웡카,카라멜,구매안함,에이드,일반,삼성 페이
홍승현,20,위시,일반,구매안함,콜라,조조,신용카드
이지아,20,시민덕희,구매안함,구매안함,콜라,일반,신용카드
오준호,20,도그맨,치즈,구매안함,물,일반,삼성 페이
장광수,30,너의 이름은,어니언,구매안함,제로콜라,일반,신용카드
심중수,20,시민덕희,구매안함,나초,제로콜라,일반,카카오페이
황미영,40,시민덕희,카라멜,구매안함,에이드,심야,삼성 페이
박지은,60,웡카,일반,구매안함,제로콜라,일반,삼성 페이
김수진,40,시민덕희,구매안함,핫도그,환타,조조,삼성 페이
고하은,30,외계인,구매안함,구매안함,구매안함,일반,삼성 페이
송병철,20,외계인,일반,구매안함,물,조조,신용카드
이순자,20,위시,구매안함,나초,콜라,일반,카카오페이
김영식,20,위시,구매안함,구매안함,물,일반,삼성 페이
강성민,50,시민덕희,일반,구매안함,스프라이트,심야,체크카드
김현주,20,웡카,구매안함,구매안함,아메리카노,일반,삼성 페이
김지훈,20,시민덕희,구매안함,핫도그,물,조조,삼성 페이
김영철,20,도그맨,구매안함,핫도그,콜라,심야,신용카드
최중수,30,너의 이름은,구매안함,핫도그,물,조조,신용카드
김성훈,20,위시,구매안함,핫도그,아메리카노,일반,신용카드
조준영,20,웡카,일반,구매안함,에이드,일반,삼성 페이
김성훈,20,시민덕희,구매안함,구매안함,아메리카노,일반,신용카드
김승현,30,웡카,구매안함,맛밤,물,일반,체크카드
전성민,20,웡카,구매안함,구매안함,에이드,일반,삼성 페이
이수진,40,시민덕희,구매안함,구매안함,아메리카노,심야,신용카드
안유진,20,너의 이름은,일반,구매안함,콜라,일반,삼성 페이
박건우,40,웡카,구매안함,구매안함,제로콜라,일반,삼성 페이
김진우,40,시민덕희,일반,구매안함,에이드,일반,삼성 페이
문정희,20,웡카,구매안함,구매안함,콜라,조조,신용카드
이영희,30,외계인,치즈,구매안함,구매안함,일반,신용카드
오민수,30,웡카,구매안함,구매안함,환타,심야,체크카드
윤예준,20,시민덕희,구매안함,구매안함,환타,조조,삼성 페이
최성수,40,웡카,어니언,구매안함,구매안함,조조,삼성 페이
백옥순,30,도그맨,구매안함,구매안함,제로콜라,조조,삼성 페이
정지은,20,시민덕희,구매안함,핫도그,에이드,일반,삼성 페이
박미정,30,외계인,일반,맛밤,제로콜라,일반,삼성 페이
이성호,20,시민덕희,구매안함,나초,스프라이트,일반,삼성 페이
박민수,40,너의 이름은,일반,구매안함,스프라이트,일반,삼성 페이
하건우,20,외계인,구매안함,구매안함,아메리카노,일반,삼성 페이
박상철,20,시민덕희,카라멜,구매안함,물,조조,체크카드
문은서,20,너의 이름은,일반,구매안함,콜라,조조,신용카드
신경자,20,웡카,구매안함,구매안함,구매안함,일반,체크카드
허경수,20,시민덕희,구매안함,구매안함,에이드,일반,삼성 페이
양현준,30,위시,치즈,나초,물,심야,체크카드
문현준,20,웡카,일반,구매안함,물,일반,삼성 페이
허주원,20,너의 이름은,구매안함,나초,구매안함,일반,삼성 페이
노중수,50,웡카,구매안함,구매안함,구매안함,일반,신용카드
이현준,30,시민덕희,어니언,나초,스프라이트,조조,체크카드
이미경,30,시민덕희,구매안함,구매안함,스프라이트,일반,체크카드
이우진,20,위시,카라멜,구매안함,제로콜라,일반,신용카드
이정남,30,웡카,카라멜,구매안함,스프라이트,일반,삼성 페이
윤숙자,20,도그맨,어니언,구매안함,물,일반,현금
오영희,30,웡카,구매안함,나초,제로콜라,일반,신용카드
강민재,60,웡카,구매안함,핫도그,에이드,일반,삼성 페이
박미숙,20,너의 이름은,치즈,구매안함,콜라,조조,신용카드
신승현,20,웡카,일반,구매안함,물,일반,삼성 페이
김준호,20,시민덕희,구매안함,구매안함,구매안함,일반,삼성 페이
박순옥,20,웡카,카라멜,구매안함,아메리카노,일반,신용카드
김하윤,20,시민덕희,구매안함,구매안함,제로콜라,일반,삼성 페이
박은정,20,시민덕희,구매안함,구매안함,구매안함,일반,삼성 페이
김성훈,40,위시,일반,나초,물,조조,체크카드
허민수,20,시민덕희,일반,구매안함,에이드,일반,삼성 페이
정경수,30,시민덕희,구매안함,나초,구매안함,일반,삼성 페이
진숙자,50,위시,치즈,구매안함,콜라,일반,삼성 페이
김현주,40,도그맨,구매안함,구매안함,환타,일반,삼성 페이
한현우,40,시민덕희,구매안함,핫도그,아메리카노,심야,삼성 페이
최상철,20,웡카,치즈,구매안함,제로콜라,일반,신용카드
박명자,20,시민덕희,구매안함,오징어,콜라,일반,삼성 페이
